SAMPLE_ID	mutations
aml_ohsu_2022_2129_BA2163	WXS
aml_ohsu_2022_2664_BA3153	WXS
aml_ohsu_2022_2557_BA2817	WXS
aml_ohsu_2022_2542_BA2820	WXS
aml_ohsu_2022_2255_BA2704	WXS
aml_ohsu_2022_2390_BA2723	WXS
aml_ohsu_2022_2390_BA2492	WXS
aml_ohsu_2022_2153_BA2088	WXS
aml_ohsu_2022_2095_BA2614	WXS
aml_ohsu_2022_2618_BA3139	WXS
aml_ohsu_2022_2618_BA3285	WXS
aml_ohsu_2022_2536_BA2784	WXS
aml_ohsu_2022_2422_BA2584	WXS
aml_ohsu_2022_2599_BA3132	WXS
aml_ohsu_2022_2187_BA2443	WXS
aml_ohsu_2022_2158_BA2083	WXS
aml_ohsu_2022_2830_BA3079	WXS
aml_ohsu_2022_2439_BA2547	WXS
aml_ohsu_2022_2333_BA2417	WXS
aml_ohsu_2022_2444_BA2361	WXS
aml_ohsu_2022_2284_BA2450	WXS
aml_ohsu_2022_2284_BA2994	WXS
aml_ohsu_2022_2284_BA2824	WXS
aml_ohsu_2022_2224_BA2987	WXS
aml_ohsu_2022_2224_BA2079	WXS
aml_ohsu_2022_2224_BA3099	WXS
aml_ohsu_2022_2379_BA3024	WXS
aml_ohsu_2022_2203_BA2552	WXS
aml_ohsu_2022_2546_BA2472	WXS
aml_ohsu_2022_2028_BA2144	WXS
aml_ohsu_2022_2816_BA3420	WXS
aml_ohsu_2022_2467_BA2047	WXS
aml_ohsu_2022_2483_BA2101	WXS
aml_ohsu_2022_2126_BA2082	WXS
aml_ohsu_2022_2555_BA2284	WXS
aml_ohsu_2022_2481_BA2456	WXS
aml_ohsu_2022_2382_BA2175	WXS
aml_ohsu_2022_2377_BA2507	WXS
aml_ohsu_2022_2493_BA2563	WXS
aml_ohsu_2022_2194_BA2092	WXS
aml_ohsu_2022_2194_BA3164	WXS
aml_ohsu_2022_2194_BA3235	WXS
aml_ohsu_2022_2803_BA3298	WXS
aml_ohsu_2022_2190_BA2734	WXS
aml_ohsu_2022_2434_BA2576	WXS
aml_ohsu_2022_2520_BA2984	WXS
aml_ohsu_2022_2307_BA2414	WXS
aml_ohsu_2022_2168_BA2697	WXS
aml_ohsu_2022_2117_BA2999	WXS
aml_ohsu_2022_2280_BA2644	WXS
aml_ohsu_2022_2280_BA2011	WXS
aml_ohsu_2022_2538_BA2217	WXS
aml_ohsu_2022_2234_BA2454	WXS
aml_ohsu_2022_2431_BA2776	WXS
aml_ohsu_2022_2282_BA2218	WXS
aml_ohsu_2022_2547_BA2135	WXS
aml_ohsu_2022_2547_BA3321	WXS
aml_ohsu_2022_2756_BA3292	WXS
aml_ohsu_2022_2508_BA2914	WXS
aml_ohsu_2022_2670_BA3272	WXS
aml_ohsu_2022_2120_BA2500	WXS
aml_ohsu_2022_2315_BA2519	WXS
aml_ohsu_2022_2143_BA2406	WXS
aml_ohsu_2022_2268_BA2830	WXS
aml_ohsu_2022_2268_BA2353	WXS
aml_ohsu_2022_2673_BA3108	WXS
aml_ohsu_2022_2475_BA2924	WXS
aml_ohsu_2022_2475_BA3192	WXS
aml_ohsu_2022_2570_BA2303	WXS
aml_ohsu_2022_2163_BA2647	WXS
aml_ohsu_2022_2216_BA2160	WXS
aml_ohsu_2022_2131_BA2590	WXS
aml_ohsu_2022_2827_BA3195	WXS
aml_ohsu_2022_2500_BA2516	WXS
aml_ohsu_2022_2372_BA3036	WXS
aml_ohsu_2022_2086_BA2971	WXS
aml_ohsu_2022_2695_BA3410	WXS
aml_ohsu_2022_2709_BA3118	WXS
aml_ohsu_2022_2668_BA3206	WXS
aml_ohsu_2022_2735_BA3432	WXS
aml_ohsu_2022_2624_BA3217	WXS
aml_ohsu_2022_2701_BA3405	WXS
aml_ohsu_2022_2811_BA3306	WXS
aml_ohsu_2022_2809_BA3371	WXS
aml_ohsu_2022_2761_BA3179	WXS
aml_ohsu_2022_2666_BA3413	WXS
aml_ohsu_2022_2615_BA3411	WXS
aml_ohsu_2022_2747_BA3133	WXS
aml_ohsu_2022_2780_BA3451	WXS
aml_ohsu_2022_2645_BA3286	WXS
aml_ohsu_2022_2645_BA3221	WXS
aml_ohsu_2022_2727_BA3212	WXS
aml_ohsu_2022_2790_BA3103	WXS
aml_ohsu_2022_2792_BA3271	WXS
aml_ohsu_2022_2758_BA3152	WXS
aml_ohsu_2022_2626_BA3095	WXS
aml_ohsu_2022_2661_BA3168	WXS
aml_ohsu_2022_2815_BA3251	WXS
aml_ohsu_2022_2801_BA3201	WXS
aml_ohsu_2022_2801_BA3358	WXS
aml_ohsu_2022_2655_BA3362	WXS
aml_ohsu_2022_2733_BA3135	WXS
aml_ohsu_2022_2689_BA3408	WXS
aml_ohsu_2022_2819_BA3160	WXS
aml_ohsu_2022_2823_BA3187	WXS
aml_ohsu_2022_2630_BA3098	WXS
aml_ohsu_2022_2613_BA3435	WXS
aml_ohsu_2022_2633_BA3261	WXS
aml_ohsu_2022_2767_BA3203	WXS
aml_ohsu_2022_2822_BA3082	WXS
aml_ohsu_2022_2652_BA3174	WXS
aml_ohsu_2022_2608_BA3299	WXS
aml_ohsu_2022_2708_BA3347	WXS
aml_ohsu_2022_2686_BA3126	WXS
aml_ohsu_2022_2598_BA3372	WXS
aml_ohsu_2022_2678_BA3223	WXS
aml_ohsu_2022_2766_BA3380	WXS
aml_ohsu_2022_2631_BA3114	WXS
aml_ohsu_2022_2835_BA3109	WXS
aml_ohsu_2022_2835_BA3452	WXS
aml_ohsu_2022_2835_BA3343	WXS
aml_ohsu_2022_2824_BA3418	WXS
aml_ohsu_2022_2829_BA3245	WXS
aml_ohsu_2022_2785_BA3085	WXS
aml_ohsu_2022_2596_BA3128	WXS
aml_ohsu_2022_2605_BA3423	WXS
aml_ohsu_2022_2784_BA3173	WXS
aml_ohsu_2022_2719_BA3171	WXS
aml_ohsu_2022_2818_BA3277	WXS
aml_ohsu_2022_2644_BA3210	WXS
aml_ohsu_2022_2614_BA3157	WXS
aml_ohsu_2022_2681_BA3433	WXS
aml_ohsu_2022_2617_BA3374	WXS
aml_ohsu_2022_2617_BA3403	WXS
aml_ohsu_2022_2617_BA3222	WXS
aml_ohsu_2022_2627_BA3450	WXS
aml_ohsu_2022_2704_BA3167	WXS
aml_ohsu_2022_2622_BA3269	WXS
aml_ohsu_2022_2732_BA3246	WXS
aml_ohsu_2022_2713_BA3110	WXS
aml_ohsu_2022_2702_BA3156	WXS
aml_ohsu_2022_2656_BA3151	WXS
aml_ohsu_2022_2734_BA3226	WXS
aml_ohsu_2022_2659_BA3421	WXS
aml_ohsu_2022_2714_BA3232	WXS
aml_ohsu_2022_2671_BA3365	WXS
aml_ohsu_2022_2677_BA3289	WXS
aml_ohsu_2022_2728_BA3430	WXS
aml_ohsu_2022_2643_BA3399	WXS
aml_ohsu_2022_2794_BA3327	WXS
aml_ohsu_2022_2698_BA3428	WXS
aml_ohsu_2022_2690_BA3419	WXS
aml_ohsu_2022_2736_BA3384	WXS
aml_ohsu_2022_2807_BA3427	WXS
aml_ohsu_2022_2609_BA3449	WXS
aml_ohsu_2022_2638_BA3163	WXS
aml_ohsu_2022_2646_BA3158	WXS
aml_ohsu_2022_2755_BA3436	WXS
aml_ohsu_2022_2768_BA3154	WXS
aml_ohsu_2022_2740_BA3162	WXS
aml_ohsu_2022_2616_BA3355	WXS
aml_ohsu_2022_2705_BA3081	WXS
aml_ohsu_2022_2699_BA3352	WXS
aml_ohsu_2022_2694_BA3084	WXS
aml_ohsu_2022_2597_BA3149	WXS
aml_ohsu_2022_2662_BA3169	WXS
aml_ohsu_2022_2770_BA3180	WXS
aml_ohsu_2022_2725_BA3255	WXS
aml_ohsu_2022_2834_BA3438	WXS
aml_ohsu_2022_2775_BA3345	WXS
aml_ohsu_2022_2647_BA3431	WXS
aml_ohsu_2022_2667_BA3181	WXS
aml_ohsu_2022_2628_BA3341	WXS
aml_ohsu_2022_2700_BA3191	WXS
aml_ohsu_2022_2738_BA3197	WXS
aml_ohsu_2022_2675_BA3370	WXS
aml_ohsu_2022_2752_BA3448	WXS
aml_ohsu_2022_2764_BA3453	WXS
aml_ohsu_2022_2796_BA3406	WXS
aml_ohsu_2022_2772_BA3308	WXS
aml_ohsu_2022_2601_BA3134	WXS
aml_ohsu_2022_2663_BA3248	WXS
aml_ohsu_2022_2743_BA3186	WXS
aml_ohsu_2022_2640_BA3334	WXS
aml_ohsu_2022_2669_BA3447	WXS
aml_ohsu_2022_2810_BA3116	WXS
aml_ohsu_2022_2648_BA3280	WXS
aml_ohsu_2022_2769_BA3185	WXS
aml_ohsu_2022_2660_BA3094	WXS
aml_ohsu_2022_2593_BA3318	WXS
aml_ohsu_2022_2632_BA3216	WXS
aml_ohsu_2022_2748_BA3332	WXS
aml_ohsu_2022_2820_BA3214	WXS
aml_ohsu_2022_2802_BA3204	WXS
aml_ohsu_2022_2831_BA3141	WXS
aml_ohsu_2022_2680_BA3373	WXS
aml_ohsu_2022_2707_BA3319	WXS
aml_ohsu_2022_2741_BA3328	WXS
aml_ohsu_2022_2711_BA3240	WXS
aml_ohsu_2022_2612_BA3142	WXS
aml_ohsu_2022_2742_BA3339	WXS
aml_ohsu_2022_2746_BA3333	WXS
aml_ohsu_2022_2754_BA3381	WXS
aml_ohsu_2022_2753_BA3290	WXS
aml_ohsu_2022_2641_BA3207	WXS
aml_ohsu_2022_2634_BA3305	WXS
aml_ohsu_2022_2651_BA3434	WXS
aml_ohsu_2022_2676_BA3189	WXS
aml_ohsu_2022_2603_BA3264	WXS
aml_ohsu_2022_2715_BA3329	WXS
aml_ohsu_2022_2600_BA3417	WXS
aml_ohsu_2022_2730_BA3367	WXS
aml_ohsu_2022_2658_BA3225	WXS
aml_ohsu_2022_2798_BA3183	WXS
aml_ohsu_2022_2674_BA3397	WXS
aml_ohsu_2022_2720_BA3311	WXS
aml_ohsu_2022_2783_BA3175	WXS
aml_ohsu_2022_2636_BA3422	WXS
aml_ohsu_2022_2717_BA3228	WXS
aml_ohsu_2022_2817_BA3213	WXS
aml_ohsu_2022_2637_BA3368	WXS
aml_ohsu_2022_2825_BA3415	WXS
aml_ohsu_2022_2814_BA3270	WXS
aml_ohsu_2022_2625_BA3324	WXS
aml_ohsu_2022_2808_BA3401	WXS
aml_ohsu_2022_2757_BA3194	WXS
aml_ohsu_2022_2602_BA3335	WXS
aml_ohsu_2022_2724_BA3199	WXS
aml_ohsu_2022_2797_BA3326	WXS
aml_ohsu_2022_2657_BA3297	WXS
aml_ohsu_2022_2650_BA3227	WXS
aml_ohsu_2022_2653_BA3394	WXS
aml_ohsu_2022_2833_BA3412	WXS
aml_ohsu_2022_2685_BA3293	WXS
aml_ohsu_2022_2718_BA3250	WXS
aml_ohsu_2022_2779_BA3205	WXS
aml_ohsu_2022_2793_BA3177	WXS
aml_ohsu_2022_2812_BA3315	WXS
aml_ohsu_2022_2804_BA3182	WXS
aml_ohsu_2022_2806_BA3260	WXS
aml_ohsu_2022_2621_BA3369	WXS
aml_ohsu_2022_2737_BA3078	WXS
aml_ohsu_2022_2654_BA3386	WXS
aml_ohsu_2022_2786_BA3445	WXS
aml_ohsu_2022_2765_BA3176	WXS
aml_ohsu_2022_2739_BA3258	WXS
aml_ohsu_2022_2739_BA3446	WXS
aml_ohsu_2022_2763_BA3295	WXS
aml_ohsu_2022_2723_BA3283	WXS
aml_ohsu_2022_2744_BA3390	WXS
aml_ohsu_2022_2639_BA3275	WXS
aml_ohsu_2022_2649_BA3136	WXS
aml_ohsu_2022_2726_BA3190	WXS
aml_ohsu_2022_2688_BA3234	WXS
aml_ohsu_2022_2693_BA3087	WXS
aml_ohsu_2022_2679_BA3454	WXS
aml_ohsu_2022_2805_BA3302	WXS
aml_ohsu_2022_2805_BA3242	WXS
aml_ohsu_2022_2629_BA3117	WXS
aml_ohsu_2022_2692_BA3083	WXS
aml_ohsu_2022_2672_BA3266	WXS
aml_ohsu_2022_2773_BA3268	WXS
aml_ohsu_2022_2619_BA3229	WXS
aml_ohsu_2022_2619_BA3138	WXS
aml_ohsu_2022_2619_BA3388	WXS
aml_ohsu_2022_2696_BA3353	WXS
aml_ohsu_2022_2703_BA3312	WXS
aml_ohsu_2022_2778_BA3119	WXS
aml_ohsu_2022_2731_BA3219	WXS
aml_ohsu_2022_2623_BA3351	WXS
aml_ohsu_2022_2788_BA3357	WXS
aml_ohsu_2022_2620_BA3208	WXS
aml_ohsu_2022_2716_BA3310	WXS
aml_ohsu_2022_2665_BA3200	WXS
aml_ohsu_2022_2782_BA3325	WXS
aml_ohsu_2022_2776_BA3146	WXS
aml_ohsu_2022_2697_BA3211	WXS
aml_ohsu_2022_2760_BA3237	WXS
aml_ohsu_2022_2610_BA3130	WXS
aml_ohsu_2022_2781_BA3376	WXS
aml_ohsu_2022_2721_BA3196	WXS
aml_ohsu_2022_2706_BA3125	WXS
aml_ohsu_2022_2759_BA3137	WXS
aml_ohsu_2022_2595_BA3300	WXS
aml_ohsu_2022_2749_BA3375	WXS
aml_ohsu_2022_2774_BA3249	WXS
aml_ohsu_2022_2594_BA3385	WXS
aml_ohsu_2022_2607_BA3416	WXS
aml_ohsu_2022_2604_BA3281	WXS
aml_ohsu_2022_2611_BA3123	WXS
aml_ohsu_2022_2712_BA3088	WXS
aml_ohsu_2022_2795_BA3309	WXS
aml_ohsu_2022_2791_BA3129	WXS
aml_ohsu_2022_2800_BA3284	WXS
aml_ohsu_2022_2722_BA3111	WXS
aml_ohsu_2022_2687_BA3209	WXS
aml_ohsu_2022_2750_BA3100	WXS
